Unnamed: 0,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,latitude,longitude,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
21338,404,Piso en venta en calle de Antonio López,"Almendrales, Madrid",105.0,97.0,3,2.0,,,,,Calle de Antonio López,True,Calle de Antonio López,,,2.0,False,,Neighborhood 117: Almendrales (2205.31 €/m2) - District 18: Usera,sale,1081,,False,255000,2429,True,HouseType 1: Pisos,False,False,1986.0,True,False,,True,,True,True,,,,,,,,,,no indicado,True,,,True,0.0,False,True,True,False
21339,403,Piso en venta en San Fermín,"Usera, Madrid",114.0,80.0,2,2.0,,,,,,True,,,,2.0,False,,Neighborhood 121: San Fermín (1912.8 €/m2) - District 18: Usera,sale,1119,,False,269000,2360,True,HouseType 1: Pisos,False,False,2011.0,,,,True,True,True,True,,True,,,True,,,True,True,en trámite,True,,,True,0.0,,,,
21340,402,"Piso en venta en calle Mariano Vela, 45","Pradolongo, Madrid",59.0,,1,1.0,,,,,"Calle Mariano Vela, 45",False,Calle Mariano Vela,45,,1.0,False,,Neighborhood 120: Pradolongo (2068.64 €/m2) - District 18: Usera,sale,583,,False,110000,1864,True,HouseType 1: Pisos,False,False,1995.0,False,True,,True,True,False,True,,,,,,,,,,en trámite,False,,,,,,,,
21341,401,Piso en venta en calle Adora,"San Fermín, Madrid",99.0,79.0,3,1.0,,,,,Calle Adora,True,Calle Adora,,,1.0,False,,Neighborhood 121: San Fermín (1912.8 €/m2) - District 18: Usera,sale,719,,False,143500,1449,True,HouseType 1: Pisos,False,False,1984.0,,,,,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
21343,399,Piso en venta en calle de Moreja,"12 de Octubre-Orcasur, Madrid",97.0,87.0,3,2.0,,,,,Calle de Moreja,True,Calle de Moreja,,,6.0,False,,Neighborhood 123: 12 de Octubre-Orcasur (1637.13 €/m2) - District 18: Usera,sale,755,,False,153000,1577,True,HouseType 1: Pisos,False,False,1988.0,False,True,,,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
21344,398,Piso en venta en calle Nicolás Sánchez,"Pradolongo, Madrid",67.0,,3,1.0,,,,,Calle Nicolás Sánchez,True,Calle Nicolás Sánchez,,,3.0,False,,Neighborhood 120: Pradolongo (2068.64 €/m2) - District 18: Usera,sale,777,,False,159000,2373,True,HouseType 1: Pisos,False,False,1954.0,,,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
21346,396,Piso en venta en calle Taconera,"San Fermín, Madrid",80.0,74.0,3,1.0,,,,,Calle Taconera,True,Calle Taconera,,,1.0,False,,Neighborhood 121: San Fermín (1912.8 €/m2) - District 18: Usera,sale,666,,False,130000,1625,True,HouseType 1: Pisos,False,False,1965.0,,,,,,False,True,,,,,,,,,,E,False,,,,,False,True,False,False
21350,392,Piso en venta en avenida de Rafaela Ybarra,"Zofío, Madrid",68.0,,3,1.0,,,,,Avenida de Rafaela Ybarra,True,Avenida de Rafaela Ybarra,,,2.0,False,,Neighborhood 122: Zofío (1941.38 €/m2) - District 18: Usera,sale,727,,False,145500,2140,True,HouseType 1: Pisos,False,False,1970.0,False,True,,True,,,True,,,True,,,,,,,en trámite,False,,,,,False,False,True,True
21351,391,Piso en venta en HERNANI,"Cuatro Caminos, Madrid",172.0,146.0,4,3.0,,,,,HERNANI,True,HERNANI,,,8.0,False,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,2255,,False,760000,4419,True,HouseType 1: Pisos,True,False,1970.0,True,False,,,True,True,True,,,True,,True,,,True,,E,True,,,True,0.0,False,True,False,True
21352,390,"Piso en venta en calle de O'Donnell, 18","Ibiza, Madrid",240.0,,5,4.0,,,,,"Calle de O'Donnell, 18",False,Calle de O'Donnell,18,,2.0,False,,Neighborhood 93: Ibiza (5492.17 €/m2) - District 14: Retiro,sale,1313,,False,1275000,5312,True,HouseType 1: Pisos,True,False,1967.0,True,False,,,True,True,True,,,,,True,,,,,E,True,,,True,0.0,True,False,False,False
21353,389,Piso en venta en Estrella,"Retiro, Madrid",157.0,,3,2.0,,,,,,True,,,,1.0,False,,Neighborhood 92: Estrella (4246.58 €/m2) - District 14: Retiro,sale,1779,,False,549000,3497,True,HouseType 1: Pisos,False,False,1974.0,True,False,,True,,True,True,,,,,True,,,,,en trámite,False,,,,,,,,
21354,388,Ático en venta en Adelfas,"Retiro, Madrid",105.0,,2,2.0,,,,,,True,,,,8.0,False,,Neighborhood 91: Adelfas (4020.62 €/m2) - District 14: Retiro,sale,1664,,False,499000,4752,True,HouseType 5: Áticos,False,False,1965.0,True,False,,True,,True,True,,,True,,,,,,,en trámite,False,,,,,True,False,False,False
21360,382,Piso en venta en Niño Jesús,"Retiro, Madrid",185.0,,4,3.0,,,,,,True,,,,2.0,False,,Neighborhood 96: Niño Jesús (4935.6 €/m2) - District 14: Retiro,sale,2514,,False,950000,5135,True,HouseType 1: Pisos,True,False,1959.0,False,True,,,,True,True,,,True,,True,,,,True,en trámite,True,,,True,0.0,False,True,False,False
21365,377,Piso en venta en Jerónimos,"Retiro, Madrid",426.0,,4,3.0,,,,,,True,,,,4.0,False,,Neighborhood 94: Jerónimos (6739.32 €/m2) - District 14: Retiro,sale,-833784,,False,3800000,8920,True,HouseType 1: Pisos,True,False,1911.0,True,False,,True,,True,True,,,,,,,,,,en trámite,True,,,True,0.0,True,False,False,False
21375,367,Piso en venta en calle de Valderribas,"Pacífico, Madrid",127.0,117.0,4,2.0,,,,,Calle de Valderribas,True,Calle de Valderribas,,,6.0,False,,Neighborhood 95: Pacífico (4105.12 €/m2) - District 14: Retiro,sale,1610,,False,475000,3740,True,HouseType 1: Pisos,False,False,1960.0,True,False,,True,True,True,False,,,,,,,,,,en trámite,False,,,,,False,False,True,False
21378,364,Piso en venta en Jerónimos,"Retiro, Madrid",218.0,,4,2.0,,,,,,True,,,,1.0,False,,Neighborhood 94: Jerónimos (6739.32 €/m2) - District 14: Retiro,sale,-51191,,False,2200000,10092,True,HouseType 1: Pisos,False,False,1930.0,,,,True,True,True,True,,,,True,,,,,,D,False,,,,,,,,
21381,361,Piso en venta en calle del Doctor Esquerdo,"Ibiza, Madrid",121.0,,4,2.0,,,,,Calle del Doctor Esquerdo,True,Calle del Doctor Esquerdo,,,2.0,False,,Neighborhood 93: Ibiza (5492.17 €/m2) - District 14: Retiro,sale,1576,,False,460000,3802,True,HouseType 1: Pisos,True,False,1952.0,False,True,,,,True,False,,,,,,,,,,en trámite,False,,,,,False,True,False,False
21382,360,Piso en venta en Media Legua,"Moratalaz, Madrid",169.0,,3,2.0,,,,,,True,,,,3.0,False,,Neighborhood 83: Media Legua (2803.11 €/m2) - District 12: Moratalaz,sale,1943,,False,620000,3669,True,HouseType 1: Pisos,False,False,2000.0,,,,True,True,True,True,,True,,,True,,,,,en trámite,True,,,True,0.0,False,False,True,True
21386,356,Piso en venta en Encomienda de Palacios,"Fontarrón, Madrid",60.0,,2,1.0,,,,,Encomienda de Palacios,True,Encomienda de Palacios,,,3.0,False,,Neighborhood 81: Fontarrón (2319.44 €/m2) - District 12: Moratalaz,sale,798,,False,165000,2750,True,HouseType 1: Pisos,False,False,1970.0,False,True,,True,True,False,True,,,,,,,,,,en trámite,False,,,,,,,,
21387,355,Piso en venta en calle de Arroyo de Fontarrón,"Fontarrón, Madrid",60.0,,3,1.0,,,,,Calle de Arroyo de Fontarrón,True,Calle de Arroyo de Fontarrón,,,2.0,False,,Neighborhood 81: Fontarrón (2319.44 €/m2) - District 12: Moratalaz,sale,850,,False,179900,2998,True,HouseType 1: Pisos,False,False,1970.0,False,True,,True,True,False,True,,,,,,,,,,E,False,,,,,False,False,False,True
21388,354,"Piso en venta en calle de la Encomienda de Palacios, 102","Fontarrón, Madrid",64.0,59.0,3,1.0,,,,,"Calle de la Encomienda de Palacios, 102",False,Calle de la Encomienda de Palacios,102,,4.0,False,,Neighborhood 81: Fontarrón (2319.44 €/m2) - District 12: Moratalaz,sale,769,,False,157000,2453,True,HouseType 1: Pisos,False,False,1970.0,False,True,,True,,False,True,,,True,,,,,,,en trámite,False,,,,,False,False,True,False
21391,351,Piso en venta en HACIENDA DE PAVONES,"Fontarrón, Madrid",80.0,,3,1.0,,,,,HACIENDA DE PAVONES,True,HACIENDA DE PAVONES,,,4.0,False,,Neighborhood 81: Fontarrón (2319.44 €/m2) - District 12: Moratalaz,sale,798,,False,165000,2062,True,HouseType 1: Pisos,False,False,1970.0,False,True,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
21392,350,Piso en venta en PICO DE LOS ARTILLEROS,"Vinateros, Madrid",85.0,,3,1.0,,,,,PICO DE LOS ARTILLEROS,True,PICO DE LOS ARTILLEROS,,,2.0,False,,Neighborhood 84: Vinateros (2538.1 €/m2) - District 12: Moratalaz,sale,991,,False,224000,2635,True,HouseType 1: Pisos,True,False,1974.0,False,True,,,,True,True,,,,,,,,,,en trámite,False,,,,,,,,
21393,349,Piso en venta en calle ARROYO FONTARRON,"Fontarrón, Madrid",100.0,,3,1.0,,,,,Calle ARROYO FONTARRON,True,Calle ARROYO FONTARRON,,,1.0,False,,Neighborhood 81: Fontarrón (2319.44 €/m2) - District 12: Moratalaz,sale,1108,,False,265000,2650,True,HouseType 1: Pisos,False,False,1972.0,True,False,,True,,True,True,,,,,,,,,,en trámite,False,,,,,,,,
21398,344,Piso en venta en calle de la Hacienda de Pavones,"Fontarrón, Madrid",107.0,,3,2.0,,,,,Calle de la Hacienda de Pavones,True,Calle de la Hacienda de Pavones,,,6.0,False,,Neighborhood 81: Fontarrón (2319.44 €/m2) - District 12: Moratalaz,sale,1122,,False,270000,2523,True,HouseType 1: Pisos,False,,1973.0,,,,True,True,True,True,,,True,,,,,True,,en trámite,False,,,,,True,False,True,False
21399,343,Piso en venta en calle Jose Bergamín,"Marroquina, Madrid",105.0,,4,2.0,,,,,Calle Jose Bergamín,True,Calle Jose Bergamín,,,2.0,False,,Neighborhood 82: Marroquina (2928.57 €/m2) - District 12: Moratalaz,sale,1421,,False,392000,3800,True,HouseType 1: Pisos,True,False,1988.0,False,True,,True,,True,True,,,True,,,,,,,no indicado,True,,,True,0.0,False,False,True,True
21400,342,Piso en venta en calle Arroyo Fontarron,"Pavones, Madrid",147.0,,4,2.0,,,,,Calle Arroyo Fontarron,True,Calle Arroyo Fontarron,,,3.0,False,,Neighborhood 79: Pavones (None €/m2) - District 12: Moratalaz,sale,1172,,False,289000,1966,True,HouseType 1: Pisos,True,False,1973.0,False,True,,,True,True,True,,,True,,True,,,,,E,True,,,True,0.0,,,,
21401,341,"Piso en venta en calle de la Hacienda de Pavones, Madrid","Fontarrón, Madrid",107.0,90.0,3,2.0,,,,,"Calle de la Hacienda de Pavones, Madrid",True,"Calle de la Hacienda de Pavones, Madrid",,,6.0,False,,Neighborhood 81: Fontarrón (2319.44 €/m2) - District 12: Moratalaz,sale,1122,,False,270000,2523,True,HouseType 1: Pisos,False,False,1973.0,True,False,,True,,True,True,,,True,,True,,,True,,en trámite,True,,,False,6000.0,False,True,True,False
21403,339,"Piso en venta en calle del Arroyo de la Media Legua, 50","Media Legua, Madrid",136.0,127.0,4,2.0,,,,,"Calle del Arroyo de la Media Legua, 50",False,Calle del Arroyo de la Media Legua,50,,3.0,False,,Neighborhood 83: Media Legua (2803.11 €/m2) - District 12: Moratalaz,sale,1382,,False,375000,2757,True,HouseType 1: Pisos,False,False,1969.0,,,,True,True,True,True,,,,,,,,,,no indicado,True,,,True,0.0,False,False,True,False
21405,337,Piso en venta en camino DE LOS VINATEROS,"Media Legua, Madrid",98.0,,4,3.0,,,,,Camino DE LOS VINATEROS,True,Camino DE LOS VINATEROS,,,6.0,False,,Neighborhood 83: Media Legua (2803.11 €/m2) - District 12: Moratalaz,sale,1197,,False,299000,3051,True,HouseType 1: Pisos,False,False,1989.0,False,True,,True,True,True,True,,,,,,,,True,True,en trámite,True,,,True,0.0,False,False,True,True
21406,336,Piso en venta en camino DE LOS VINATEROS,"Marroquina, Madrid",95.0,,3,2.0,,,,,Camino DE LOS VINATEROS,True,Camino DE LOS VINATEROS,,,3.0,False,,Neighborhood 82: Marroquina (2928.57 €/m2) - District 12: Moratalaz,sale,1122,,False,270000,2842,True,HouseType 1: Pisos,False,False,1968.0,True,False,,,True,True,True,,,True,,,,,True,,en trámite,False,,,,,,,,
21410,332,Piso en venta en Pavones,"Moratalaz, Madrid",70.0,65.0,3,1.0,,,,,,True,,,,2.0,False,,Neighborhood 79: Pavones (None €/m2) - District 12: Moratalaz,sale,717,,False,143000,2043,True,HouseType 1: Pisos,False,False,1972.0,False,True,,True,,False,True,,,True,True,True,,,,,G,False,,,,,False,False,True,False
21412,330,Piso en venta en calle de los Robles,"San Diego, Madrid",123.0,,4,1.0,,,,,Calle de los Robles,True,Calle de los Robles,,,2.0,False,,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,901,,False,195000,1585,True,HouseType 1: Pisos,True,False,1920.0,,,,,,False,True,,,,True,,,,,,en trámite,False,,,,,False,True,False,True
21413,329,Piso en venta en calle de Concejo de Teverga,"Entrevías, Madrid",107.0,,3,2.0,,,,,Calle de Concejo de Teverga,True,Calle de Concejo de Teverga,,,3.0,False,,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,979,,False,219900,2055,True,HouseType 1: Pisos,False,False,1996.0,False,True,,True,,True,True,,,True,,,,,True,,no indicado,True,,,True,0.0,False,True,True,False
21414,328,Piso en venta en avenida de la Albufera,"Numancia, Madrid",76.0,73.0,3,1.0,,,,,Avenida de la Albufera,True,Avenida de la Albufera,,,3.0,False,,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,762,,False,155000,2039,True,HouseType 1: Pisos,False,False,1964.0,False,True,,,True,True,False,,,,,,,,True,,D,False,,,,,,,,
21418,324,Piso en venta en calle del Monte Perdido,"San Diego, Madrid",55.0,,2,1.0,,,,,Calle del Monte Perdido,True,Calle del Monte Perdido,,,3.0,False,,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,625,,False,120000,2182,True,HouseType 1: Pisos,False,,1963.0,,,,True,True,,True,,,True,,,,,,,en trámite,False,,,,,,,,
21419,323,Piso en venta en Numancia,"Puente de Vallecas, Madrid",80.0,,3,1.0,,,,,,True,,,,4.0,False,,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,686,,False,135000,1688,True,HouseType 1: Pisos,True,False,1965.0,False,True,,,True,False,True,,,,,,,,,,en trámite,False,,,,,False,False,True,False
21420,322,Piso en venta en Numancia,"Puente de Vallecas, Madrid",90.0,,4,1.0,,,,,,True,,,,1.0,False,,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,868,,False,185000,2056,True,HouseType 1: Pisos,False,False,1962.0,False,True,,,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
21421,321,Piso en venta en calle Picos de Europa,"Numancia, Madrid",50.0,47.0,2,1.0,,,,,Calle Picos de Europa,True,Calle Picos de Europa,,,2.0,False,,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,758,,False,154000,3080,True,HouseType 1: Pisos,False,False,1920.0,,,,True,,,,,,,,,,,,,en trámite,False,,,,,False,True,True,False
21424,318,Dúplex en venta en Numancia,"Puente de Vallecas, Madrid",140.0,,3,2.0,,,,,,True,,,,2.0,False,,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,1363,,False,367000,2621,True,HouseType 4: Dúplex,False,False,2002.0,False,True,,True,,True,True,,True,True,,True,,,,True,inmueble exento,True,,,True,0.0,False,True,True,False
21425,317,Piso en venta en calle de Sierra Elvira,"Numancia, Madrid",75.0,,1,1.0,,,,,Calle de Sierra Elvira,True,Calle de Sierra Elvira,,,5.0,False,,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,780,,False,160000,2133,True,HouseType 1: Pisos,False,False,1994.0,False,True,,True,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
21426,316,Piso en venta en SAN JORGE,"San Diego, Madrid",53.0,,3,1.0,,,,,SAN JORGE,True,SAN JORGE,,,4.0,False,,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,564,,False,105500,1991,True,HouseType 1: Pisos,True,False,1958.0,,,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
21428,314,Piso en venta en Palomeras sureste,"Puente de Vallecas, Madrid",112.0,,3,2.0,,,,,,True,,,,1.0,False,,Neighborhood 87: Palomeras sureste (2076.58 €/m2) - District 13: Puente de Vallecas,sale,926,,False,203000,1812,True,HouseType 1: Pisos,False,False,1984.0,False,True,,,True,True,True,,,True,,True,,,,True,en trámite,False,,,,,False,False,False,True
21429,313,Piso en venta en calle Cerro de la Alcazaba,"Entrevías, Madrid",77.0,62.0,3,1.0,,,,,Calle Cerro de la Alcazaba,True,Calle Cerro de la Alcazaba,,,2.0,False,,Neighborhood 85: Entrevías (1574.36 €/m2) - District 13: Puente de Vallecas,sale,646,,False,125000,1623,True,HouseType 1: Pisos,False,False,1970.0,False,True,,True,True,,True,,,True,True,,,,,,en trámite,False,,,,,,,,
21431,311,Piso en venta en Numancia,"Puente de Vallecas, Madrid",108.0,86.0,3,2.0,,,,,,True,,,,1.0,False,,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,816,,False,170000,1574,True,HouseType 1: Pisos,False,False,1981.0,False,True,,True,,True,True,,,True,True,,,,True,,G,False,,,,,False,False,True,True
21435,307,Piso en venta en calle Bustos,"Numancia, Madrid",122.0,110.0,3,1.0,,,,,Calle Bustos,True,Calle Bustos,,,3.0,False,,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,1135,,False,275000,2254,True,HouseType 1: Pisos,False,False,1972.0,,,,,True,True,True,,,True,,,,,,,en trámite,False,,,,,False,True,True,False
21436,306,Piso en venta en calle de Callejo,"San Diego, Madrid",104.0,,2,1.0,,,,,Calle de Callejo,True,Calle de Callejo,,,2.0,False,,Neighborhood 89: San Diego (2007.79 €/m2) - District 13: Puente de Vallecas,sale,777,,False,159000,1529,True,HouseType 1: Pisos,False,False,2003.0,,,,,,True,True,,,,,,,,,,no indicado,False,,,,,,,,
21439,303,Piso en venta en Numancia,"Puente de Vallecas, Madrid",136.0,80.0,3,2.0,,,,,,True,,,,7.0,False,,Neighborhood 90: Numancia (2081.94 €/m2) - District 13: Puente de Vallecas,sale,1075,,False,253000,1860,True,HouseType 1: Pisos,False,False,1988.0,,,,True,True,True,True,,,True,,True,,,True,True,en trámite,True,,,True,0.0,,,,
21441,301,Piso en venta en Vinateros,"Moratalaz, Madrid",83.0,,2,2.0,,,,,,True,,,,1.0,False,,Neighborhood 84: Vinateros (2538.1 €/m2) - District 12: Moratalaz,sale,966,,False,215750,2599,True,HouseType 1: Pisos,False,False,1964.0,True,False,,,,True,True,,,True,,True,,,,,en trámite,False,,,,,,,,
21442,300,Piso en venta en calle de Ocaña,"Aluche, Madrid",153.0,,4,2.0,,,,,Calle de Ocaña,True,Calle de Ocaña,,,4.0,False,,Neighborhood 67: Aluche (2190.48 €/m2) - District 10: Latina,sale,1335,,False,355000,2320,True,HouseType 1: Pisos,True,False,1984.0,False,True,,True,True,True,True,,,True,,,,,,,en trámite,True,,,True,0.0,,,,
21445,297,Piso en venta en calle José Maurelo,"Aluche, Madrid",53.0,40.0,2,1.0,,,,,Calle José Maurelo,True,Calle José Maurelo,,,1.0,False,,Neighborhood 67: Aluche (2190.48 €/m2) - District 10: Latina,sale,625,,False,120000,2264,True,HouseType 1: Pisos,False,False,1942.0,False,True,,True,,True,True,,,,,,,,,,en trámite,False,,,,,True,False,False,True
21447,295,Piso en venta en calle San Juan de Mata,"Lucero, Madrid",60.0,56.0,2,1.0,,,,,Calle San Juan de Mata,True,Calle San Juan de Mata,,,4.0,False,,Neighborhood 69: Lucero (2363.25 €/m2) - District 10: Latina,sale,740,,False,149000,2483,True,HouseType 1: Pisos,False,False,1960.0,False,True,,True,True,False,True,,,,,,,,,,en trámite,False,,,,,False,False,True,False
21448,294,Ático en venta en Puerta del Ángel,"Latina, Madrid",82.0,55.0,1,1.0,,,,,,True,,,,3.0,False,,Neighborhood 70: Puerta del Ángel (2443.62 €/m2) - District 10: Latina,sale,1320,,False,349000,4256,True,HouseType 5: Áticos,False,,2002.0,,,,,,True,,,,True,,True,,,,,en trámite,True,,,True,0.0,,,,
21450,292,Piso en venta en Puerta del Ángel,"Latina, Madrid",41.0,,2,1.0,,,,,,True,,,,2.0,False,,Neighborhood 70: Puerta del Ángel (2443.62 €/m2) - District 10: Latina,sale,868,,False,185000,4512,True,HouseType 1: Pisos,False,False,1947.0,False,True,,True,,False,True,,,True,,,,,,,en trámite,False,,,,,False,True,False,True
21452,290,Piso en venta en avenida Padre Piquer,"Aluche, Madrid",75.0,,3,1.0,,,,,Avenida Padre Piquer,True,Avenida Padre Piquer,,,8.0,False,,Neighborhood 67: Aluche (2190.48 €/m2) - District 10: Latina,sale,857,,False,182000,2427,True,HouseType 1: Pisos,False,False,1971.0,False,True,,,,True,True,,,True,,,,,True,,E,False,,,,,True,False,False,True
21453,289,"Piso en venta en calle de Latina, 13","Lucero, Madrid",117.0,101.0,3,2.0,,,,,"Calle de Latina, 13",False,Calle de Latina,13,,4.0,False,,Neighborhood 69: Lucero (2363.25 €/m2) - District 10: Latina,sale,1320,,False,349000,2983,True,HouseType 1: Pisos,False,False,1995.0,,,,,True,True,True,,,,,,,,,,C,True,,,True,0.0,False,True,False,False
21456,286,Piso en venta en calle de la Huerta de Castañeda,"Puerta del Ángel, Madrid",69.0,,3,1.0,,,,,Calle de la Huerta de Castañeda,True,Calle de la Huerta de Castañeda,,,4.0,False,,Neighborhood 70: Puerta del Ángel (2443.62 €/m2) - District 10: Latina,sale,755,,False,153000,2217,True,HouseType 1: Pisos,False,False,1972.0,False,True,,,True,False,True,,,True,,,,,,,F,False,,,,,False,True,False,False
21461,281,Piso en venta en calle de Cuart de Poblet,"Lucero, Madrid",63.0,59.0,3,1.0,,,,,Calle de Cuart de Poblet,True,Calle de Cuart de Poblet,,,3.0,False,,Neighborhood 69: Lucero (2363.25 €/m2) - District 10: Latina,sale,674,,False,132000,2095,True,HouseType 1: Pisos,True,False,1962.0,False,True,,,True,,True,,,True,,,,,,True,en trámite,False,,,,,True,False,True,False
21462,280,Piso en venta en calle Alejandrina Moran,"Lucero, Madrid",58.0,,2,1.0,,,,,Calle Alejandrina Moran,True,Calle Alejandrina Moran,,,3.0,False,,Neighborhood 69: Lucero (2363.25 €/m2) - District 10: Latina,sale,638,,False,123000,2121,True,HouseType 1: Pisos,False,False,1960.0,False,True,,True,,,,,,,,,,,,,en trámite,False,,,,,,,,
21465,277,Piso en venta en Campamento,"Latina, Madrid",144.0,86.0,3,2.0,,,,,,True,,,,2.0,False,,Neighborhood 68: Campamento (2275.63 €/m2) - District 10: Latina,sale,1182,,False,293000,2035,True,HouseType 1: Pisos,False,False,1998.0,,,,True,True,True,True,,,,,,,,,,en trámite,True,,,True,0.0,,,,
21473,269,Piso en venta en Aravaca,"Moncloa, Madrid",222.0,,3,3.0,,,,,,True,,,,1.0,False,,Neighborhood 72: Aravaca (3600.4 €/m2) - District 11: Moncloa,sale,2137,,False,705000,3176,True,HouseType 1: Pisos,False,False,2002.0,False,True,,True,True,True,True,,True,,,True,,,,,E,True,,,True,0.0,True,False,False,False
21492,250,Piso en venta en Princesa,"Argüelles, Madrid",205.0,,3,4.0,,,,,Princesa,True,Princesa,,,4.0,False,,Neighborhood 73: Argüelles (4807.69 €/m2) - District 11: Moncloa,sale,1900,,False,1200000,5854,True,HouseType 1: Pisos,False,False,1950.0,,,,True,True,True,True,,,True,,True,,,,,C,False,,,,,False,True,False,False
21493,249,"Dúplex en venta en calle de José Bastos, Madrid","Valdemarín, Madrid",303.0,300.0,5,5.0,,,,,"Calle de José Bastos, Madrid",True,"Calle de José Bastos, Madrid",,,2.0,False,,Neighborhood 78: Valdemarín (4249.04 €/m2) - District 11: Moncloa,sale,-28381,,False,1995000,6584,True,HouseType 4: Dúplex,False,False,2010.0,False,True,,True,True,True,True,,True,True,True,True,,,True,True,E,True,,,True,0.0,True,False,False,False
21500,242,Ático en venta en Valdemarín,"Moncloa, Madrid",258.0,,5,5.0,,,,,,True,,,,2.0,False,,Neighborhood 78: Valdemarín (4249.04 €/m2) - District 11: Moncloa,sale,-9067,,False,1700000,6589,True,HouseType 5: Áticos,False,False,2010.0,,,,,,True,True,,True,,,True,,,,True,en trámite,True,,,True,0.0,,,,
21506,236,Ático en venta en paseo Tierra de Melide,"Las Tablas, Madrid",117.0,,2,2.0,,,,,Paseo Tierra de Melide,True,Paseo Tierra de Melide,,,4.0,False,,Neighborhood 51: Las Tablas (4256.38 €/m2) - District 8: Fuencarral,sale,1553,,False,450000,3846,True,HouseType 5: Áticos,False,False,2009.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,en trámite,True,,,True,0.0,False,False,True,True
21517,225,"Ático en venta en Isabel Colbrand, Madrid","Las Tablas, Madrid",115.0,104.0,3,2.0,,,,,"Isabel Colbrand, Madrid",True,"Isabel Colbrand, Madrid",,,5.0,False,,Neighborhood 51: Las Tablas (4256.38 €/m2) - District 8: Fuencarral,sale,1892,,False,598000,5200,True,HouseType 5: Áticos,False,False,1999.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,E,True,,,True,0.0,False,True,True,True
21521,221,Piso en venta en La Paz,"Fuencarral, Madrid",153.0,,4,2.0,,,,,,True,,,,1.0,False,,Neighborhood 50: La Paz (3500.0 €/m2) - District 8: Fuencarral,sale,1804,,False,560000,3660,True,HouseType 1: Pisos,False,False,1983.0,False,True,,True,True,True,True,,True,True,,,,,,True,en trámite,False,,,,,False,False,False,True
21533,209,Piso en venta en ULISES,"Canillas, Madrid",96.0,,3,1.0,,,,,ULISES,True,ULISES,,,4.0,False,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,1358,,False,365000,3802,True,HouseType 1: Pisos,False,False,1988.0,False,True,,,True,True,True,,,,,,,,,,F,False,,,,,False,False,True,False
21560,182,"Dúplex en venta en Urb. Conde de Orgaz, Conde Orgaz-Piovera","Hortaleza, Madrid",179.0,150.0,3,2.0,,,,,Urb. Conde de Orgaz,True,Urb. Conde de Orgaz,,,4.0,False,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,2265,,False,765000,4274,True,HouseType 4: Dúplex,False,False,1994.0,False,True,,True,True,True,True,,True,True,,,,,,True,E,True,,,True,0.0,False,True,True,True
